Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,That's where I saw the leprechaun...He told me to burn things.
Dr. Nick,"Ah, be creative. Instead of making sandwhiches with bread, use Pop-Tarts. Instead of chewing gum, chew bacon."
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,That's where I saw the leprechaun...He told me to burn things.
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Marriage is like a coffin and each kid is another nail.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,That's where I saw the leprechaun...He told me to burn things.
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Marriage is like a coffin and each kid is another nail.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,They taste like...burning.
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Marriage is like a coffin and each kid is another nail.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,They taste like...burning.
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Marriage is like a coffin and each kid is another nail.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,Yeah. Call this an unfair generalization if you must.. but old people are no good at everything
Ralph Wiggum,They taste like...burning.
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Marriage is like a coffin and each kid is another nail.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,Yeah. Call this an unfair generalization if you must.. but old people are no good at everything
Ralph Wiggum,They taste like...burning.
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,Yeah. Call this an unfair generalization if you must.. but old people are no good at everything
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Marriage is like a coffin and each kid is another nail.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Comic Book Guy,"Last night's 'Itchy and Scratchy' was, without a doubt, the worst episode ever. Rest assured that I was on the Internet within minutes, registering my disgust throughout the world."
Homer Simpson,I can't even say the word 'titmouse' without gigggling like a schoolgirl.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,Yeah. Call this an unfair generalization if you must.. but old people are no good at everything
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Facts are meaningless. You could use facts to prove anything that's even remotely true.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Comic Book Guy,"Last night's 'Itchy and Scratchy' was, without a doubt, the worst episode ever. Rest assured that I was on the Internet within minutes, registering my disgust throughout the world."
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,Yeah. Call this an unfair generalization if you must.. but old people are no good at everything
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,Yeah. Call this an unfair generalization if you must.. but old people are no good at everything
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,Facts are meaningless. You could use facts to prove anything that's even remotely true.
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Comic Book Guy,"Last night's 'Itchy and Scratchy' was, without a doubt, the worst episode ever. Rest assured that I was on the Internet within minutes, registering my disgust throughout the world."
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,"For once maybe someone will call me ""sir"" without adding, ""You're making a scene."""
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Comic Book Guy,"Last night's 'Itchy and Scratchy' was, without a doubt, the worst episode ever. Rest assured that I was on the Internet within minutes, registering my disgust throughout the world."
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Abe Simpson,Why are you pleople avoiding me? Does my withered face remind you of the grim specter of death?
Ralph Wiggum,"Hi, Super Nintendo Chalmers!"
Duffman,Oh Yeah!
Homer Simpson,"For once maybe someone will call me ""sir"" without adding, ""You're making a scene."""
Milhouse Van Houten,But my mom says I'm cool.
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Chief Wiggum,When I look at people I don't see colors; I just see crackpot religions.
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Apu Nahasapeemapetilon,By chilling my loins I increase the chances of impregnating my wife.
Troy McClure,Ahh! Sweet liquor eases the pain.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Nelson Muntz,"Shoplifting is a victimless crime, like punching someone in the dark."
Rainier Wolfcastle,My eyes! The goggles do nothing!
Moe Szyslak,"Well, I'm better than dirt. Well, most kinds of dirt. I mean not that fancy store bought dirt. That stuffs loaded with nutrients. I.. I can't compete with that stuff."
Marge Simpson,I'm sleeping in the bath tub.
Comic Book Guy,"Last night's 'Itchy and Scratchy' was, without a doubt, the worst episode ever. Rest assured that I was on the Internet within minutes, registering my disgust throughout the world."
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
Homer Simpson,"In theory, Communism works! In theory."
Bart Simpson,You're turning me into a criminal when all I want to be is a petty thug.
Principal Skinner,"Hello, Simpson. I'm riding the bus today becuase Mother hid my car keys to punish me for talking to a woman on the phone. She was right to do it."
Abe Simpson,"I used to be with it. But then they changed what it was. Now what I'm with isn't it, and what's it seems scary and wierd. It'll happen to you."
Apu Nahasapeemapetilon,Thank you. Come again.
Lisa Simpson,These are my only friends...grown-up nerds like Gore Vidal. And even he's kissed more boys than I ever will.
Moe Szyslak,"When I catch you, I'm gonna pull out your eyes and stick 'em down your pants so you can watch me kick the crap outta you, okay? Next I'm gonna use your tongue to paint my boat!"
Ralph Wiggum,"Oh boy, sleep! That's where I'm a viking!"
Dr. Nick,Inflammable means flammable? What a country!
Mr. Burns,Doughnuts? I told you I don't like ethnic food
Troy McClure,Ahh! Sweet liquor eases the pain.
Milhouse Van Houten,"Remember the time he ate my goldfish? And you lied and said I never had a goldfish. Then why did I have the bowl, Bart? Why did I have the bowl?"
Marge Simpson,I'm sleeping in the bath tub.
Otto,"Oh, wow, windows. I don't think I could afford this place."
Frank Grimes,I live in a single room above a bowling alley...and below another bowling alley.
